iter	Passed	Remaining
217	6084	21827
218	6116	21811
219	6141	21775
220	6166	21736
221	6192	21700
222	6218	21668
223	6242	21625
224	6266	21585
225	6295	21560
226	6320	21523
227	6345	21486
228	6370	21447
229	6396	21413
230	6426	21392
231	6452	21359
232	6481	21334
233	6507	21303
234	6535	21275
235	6561	21241
236	6587	21207
237	6613	21175
238	6640	21144
239	6666	21109
240	6695	21085
241	6722	21056
242	6748	21021
243	6773	20988
244	6797	20948
245	6824	20916
246	6850	20883
247	6877	20854
248	6905	20826
249	6933	20801
250	6961	20773
251	6986	20739
252	7010	20699
253	7035	20662
254	7060	20628
255	7089	20605
256	7116	20572
257	7141	20538
258	7169	20510
259	7194	20475
260	7225	20457
261	7252	20429
262	7279	20399
263	7309	20377
264	7334	20342
265	7359	20307
266	7384	20272
267	7409	20238
268	7435	20207
269	7463	20178
270	7494	20161
271	7519	20126
272	7545	20093
273	7571	20060
274	7594	20022
275	7619	19987
276	7644	19952
277	7675	19933
278	7699	19897
279	7724	19861
280	7748	19826
281	7773	19791
282	7797	19755
283	7822	19722
284	7848	19689
285	7871	19652
286	7903	19634
287	7929	19604
288	7953	19566
289	7982	19542
290	8007	19510
291	8033	19478
292	8059	19446
293	8088	19423
294	8114	19393
295	8139	19358
296	8163	19323
297	8189	19292
298	8216	19262
299	8243	19235
300	8272	19212
301	8298	19180
302	8327	19155
303	8351	19120
304	8379	19095
305	8408	19069
306	8443	19059
307	8475	19042
308	8507	19024
309	8536	19000
310	8565	18975
311	8594	18950
312	8622	18926
313	8662	18924
314	8696	18910
315	8722	18880
316	8750	18854
317	8782	18836
318	8812	18812
319	8842	18790
320	8878	18780
321	8909	18760
322	8936	18730
323	8963	18702
324	8990	18673
325	9021	18651
326	9049	18624
327	9078	18599
328	9118	18597
329	9150	18577
330	9181	18556
331	9208	18527
332	9235	18499
333	9260	18464
334	9289	18439
335	9323	18424
336	9355	18406
337	9384	18380
338	9416	18359
339	9445	18335
340	9474	18310
341	9504	18287
342	9540	18273
343	9571	18251
344	9597	18221
345	9623	18190
346	9653	18166
347	9683	18142
348	9715	18122
349	9746	18100
350	9775	18074
351	9803	18047
352	9836	18028
353	9868	18007
354	9901	17989
355	9931	17966
356	9961	17942
357	10003	17939
358	10032	17913
359	10062	17888
360	10093	17866
361	10123	17842
362	10159	17828
363	10191	17807
364	10225	17788
365	10259	17771
366	10289	17747
367	10318	17721
368	10351	17701
369	10379	17673
370	10407	17645
371	10433	17614
372	10462	17586
373	10496	17568
374	10524	17541
375	10556	17518
376	10584	17491
377	10613	17465
378	10642	17438
379	10671	17411
380	10705	17392
381	10737	17371
382	10792	17386
383	10819	17356
384	10857	17344
385	10884	17313
386	10909	17281
387	10935	17248
388	10960	17215
389	10987	17185
390	11012	17152
391	11051	17140
392	11091	17130
393	11127	17115
394	11174	17115
395	11211	17100
396	11246	17082
397	11278	17059
398	11320	17052
399	11353	17030
400	11383	17004
401	11415	16981
402	11445	16955
403	11474	16927
404	11514	16915
405	11540	16883
406	11567	16853
407	11596	16826
408	11627	16801
409	11666	16788
410	11693	16757
411	11723	16731
412	11751	16702
413	11779	16673
414	11806	16642
415	11842	16624
416	11871	16596
417	11899	16568
418	11926	16538
419	11952	16505
420	11977	16472
421	12004	16442
422	12033	16413
423	12068	16395
424	12098	16367
425	12128	16341
426	12163	16322
427	12205	16312
428	12236	16286
429	12271	16267
430	12305	16245
431	12341	16226
432	12377	16207
433	12416	16193
434	12452	16173
435	12490	16158
436	12526	16138
437	12556	16111
438	12585	16082
439	12613	16053
440	12646	16029
441	12676	16003
442	12703	15972
443	12731	15943
444	12759	15913
445	12787	15884
446	12817	15856
447	12849	15832
448	12879	15805
449	12908	15777
450	12942	15754
451	12971	15727
452	12999	15696
453	13037	15679
454	13068	15653
455	13101	15630
456	13130	15601
457	13162	15576
458	13194	15551
459	13226	15526
460	13255	15498
461	13286	15472
462	13322	15451
463	13362	15435
464	13420	15440
465	13464	15428
466	13494	15401
467	13531	15382
468	13559	15351
469	13582	15316
470	13606	15282
471	13638	15256
472	13667	15227
473	13695	15197
474	13722	15166
475	13753	15140
476	13783	15112
477	13815	15087
478	13846	15060
479	13878	15035
480	13906	15004
481	13931	14972
482	13957	14940
483	13983	14908
484	14015	14882
485	14045	14854
486	14077	14829
487	14105	14799
488	14132	14768
489	14160	14738
490	14194	14715
491	14226	14689
492	14252	14657
493	14278	14624
494	14303	14592
495	14330	14561
496	14356	14530
497	14385	14501
498	14417	14475
499	14444	14444
500	14469	14411
501	14495	14379
502	14521	14348
503	14547	14316
504	14573	14285
505	14601	14255
506	14631	14227
507	14658	14197
508	14687	14168
509	14715	14138
510	14742	14107
511	14768	14076
512	14797	14047
513	14825	14017
514	14851	13986
515	14877	13954
516	14903	13923
517	14931	13893
518	14959	13864
519	14986	13833
520	15018	13807
521	15044	13776
522	15070	13745
523	15097	13714
524	15122	13682
525	15148	13651
526	15174	13619
527	15201	13589
528	15233	13563
529	15263	13535
530	15289	13504
531	15315	13472
532	15340	13440
533	15369	13412
534	15394	13380
535	15428	13356
536	15457	13326
537	15485	13297
538	15510	13266
539	15535	13234
540	15561	13203
541	15588	13172
542	15618	13145
543	15644	13113
544	15675	13086
545	15703	13057
546	15728	13025
547	15755	12995
548	15782	12965
549	15813	12938
550	15839	12907
551	15865	12876
552	15890	12844
553	15915	12812
554	15940	12780
555	15965	12749
556	15990	12717
557	16015	12685
558	16046	12659
559	16073	12629
560	16098	12597
561	16123	12566
562	16149	12534
563	16173	12503
564	16200	12472
565	16225	12441
566	16256	12414
567	16282	12384
568	16308	12353
569	16334	12322
570	16360	12291
571	16385	12260
572	16412	12230
573	16437	12199
574	16467	12171
575	16493	12141
576	16519	12110
577	16545	12080
578	16571	12049
579	16598	12019
580	16625	11989
581	16661	11966
582	16694	11940
583	16723	11912
584	16750	11882
585	16776	11852
586	16804	11823
587	16833	11795
588	16861	11765
589	16888	11735
590	16915	11706
591	16943	11677
592	16970	11647
593	16997	11618
594	17031	11593
595	17061	11565
596	17095	11540
597	17125	11512
598	17149	11480
599	17179	11453
600	17210	11426
601	17238	11397
602	17271	11371
603	17299	11342
604	17328	11313
605	17358	11285
606	17388	11258
607	17416	11229
608	17444	11199
609	17470	11169
610	17512	11149
611	17546	11124
612	17572	11094
613	17599	11064
614	17631	11037
615	17661	11009
616	17693	10983
617	17727	10957
618	17755	10928
619	17783	10899
620	17809	10869
621	17835	10838
622	17861	10808
623	17887	10778
624	17916	10749
625	17946	10721
626	17978	10695
627	18007	10666
628	18035	10637
629	18065	10609
630	18102	10586
631	18127	10555
632	18153	10525
633	18178	10494
634	18205	10464
635	18231	10434
636	18262	10406
637	18292	10379
638	18321	10350
639	18348	10320
640	18375	10291
641	18402	10262
642	18437	10236
643	18467	10208
644	18499	10182
645	18525	10151
646	18549	10120
647	18575	10090
648	18602	10060
649	18628	10030
650	18654	10000
651	18678	9969
652	18705	9940
653	18733	9910
654	18758	9880
655	18782	9849
656	18806	9818
657	18830	9787
658	18854	9756
659	18881	9726
660	18906	9696
661	18937	9668
662	18961	9638
663	18986	9607
664	19010	9576
665	19035	9546
666	19059	9515
667	19084	9484
668	19112	9456
669	19138	9426
670	19166	9397
671	19193	9368
672	19220	9338
673	19248	9310
674	19272	9279
675	19296	9248
676	19321	9218
677	19350	9190
678	19376	9160
679	19400	9129
680	19424	9099
681	19448	9068
682	19472	9037
683	19496	9007
684	19522	8977
685	19549	8948
686	19574	8918
687	19598	8887
688	19622	8857
689	19647	8827
690	19674	8797
691	19702	8769
692	19734	8742
693	19765	8715
694	19808	8693
695	19843	8667
696	19875	8640
697	19904	8612
698	19939	8586
699	19971	8559
700	19999	8530
701	20025	8500
702	20052	8471
703	20082	8443
704	20113	8416
705	20143	8388
706	20183	8364
707	20218	8338
708	20248	8310
709	20277	8282
710	20306	8253
711	20334	8225
712	20363	8196
713	20392	8168
714	20423	8140
715	20450	8111
716	20477	8082
717	20503	8053
718	20529	8023
719	20562	7996
720	20590	7967
721	20615	7937
722	20647	7910
723	20690	7887
724	20729	7862
725	20769	7838
726	20813	7815
727	20847	7789
728	20877	7760
729	20912	7734
730	20951	7709
731	20984	7682
732	21018	7656
733	21051	7629
734	21081	7600
735	21109	7571
736	21138	7543
737	21166	7514
738	21196	7486
739	21232	7460
740	21266	7433
741	21292	7403
742	21319	7374
743	21350	7346
744	21377	7317
745	21404	7287
746	21430	7258
747	21457	7228
748	21485	7200
749	21512	7170
750	21541	7142
751	21573	7114
752	21599	7085
753	21626	7055
754	21657	7027
755	21685	6999
756	21712	6969
757	21740	6941
758	21771	6913
759	21806	6886
760	21839	6859
761	21871	6831
762	21901	6802
763	21940	6777
764	21972	6749
765	22008	6723
766	22041	6695
767	22073	6668
768	22105	6640
769	22136	6612
770	22173	6585
771	22212	6560
772	22241	6531
773	22267	6501
774	22292	6472
775	22318	6442
776	22344	6412
777	22371	6383
778	22401	6355
779	22433	6327
780	22459	6297
781	22488	6269
782	22517	6240
783	22545	6211
784	22571	6182
785	22599	6153
786	22632	6125
787	22665	6097
788	22700	6070
789	22731	6042
790	22757	6012
791	22794	5986
792	22825	5958
793	22857	5930
794	22893	5903
795	22925	5875
796	22953	5846
797	22980	5817
798	23011	5788
799	23044	5761
800	23076	5733
801	23103	5703
802	23130	5674
803	23158	5645
804	23186	5616
805	23213	5587
806	23244	5559
807	23276	5531
808	23302	5501
809	23330	5472
810	23355	5443
811	23383	5413
812	23419	5386
813	23454	5359
814	23488	5331
815	23521	5303
816	23560	5277
817	23598	5250
818	23631	5222
819	23664	5194
820	23699	5167
821	23728	5138
822	23755	5108
823	23780	5079
824	23805	5049
825	23830	5019
826	23856	4990
827	23890	4962
828	23918	4933
829	23945	4904
830	23971	4874
831	23996	4845
832	24021	4815
833	24050	4786
834	24083	4759
835	24110	4729
836	24139	4700
837	24167	4671
838	24193	4642
839	24220	4613
840	24246	4584
841	24276	4555
842	24304	4526
843	24330	4497
844	24354	4467
845	24379	4437
846	24403	4408
847	24427	4378
848	24451	4348
849	24476	4319
850	24506	4290
851	24532	4261
852	24562	4232
853	24589	4203
854	24616	4174
855	24643	4145
856	24672	4116
857	24702	4088
858	24731	4059
859	24759	4030
860	24786	4001
861	24812	3972
862	24838	3943
863	24864	3913
864	24892	3885
865	24920	3855
866	24945	3826
867	24970	3797
868	24995	3767
869	25020	3738
870	25045	3709
871	25076	3680
872	25104	3652
873	25130	3622
874	25155	3593
875	25181	3564
876	25208	3535
877	25232	3506
878	25261	3477
879	25285	3448
880	25310	3418
881	25335	3389
882	25360	3360
883	25385	3331
884	25409	3301
885	25438	3273
886	25465	3244
887	25489	3214
888	25513	3185
889	25538	3156
890	25564	3127
891	25588	3098
892	25616	3069
893	25641	3040
894	25671	3011
895	25696	2982
896	25721	2953
897	25745	2924
898	25769	2895
899	25793	2865
900	25817	2836
901	25844	2807
902	25872	2779
903	25897	2750
904	25921	2721
905	25945	2691
906	25971	2662
907	25996	2634
908	26024	2605
909	26053	2576
910	26078	2547
911	26103	2518
912	26131	2490
913	26158	2461
914	26182	2432
915	26208	2403
916	26238	2374
917	26262	2345
918	26287	2316
919	26312	2288
920	26337	2259
921	26361	2230
922	26385	2201
923	26417	2172
924	26442	2144
925	26468	2115
926	26494	2086
927	26519	2057
928	26544	2028
929	26569	1999
930	26594	1971
931	26624	1942
932	26651	1913
933	26675	1885
934	26700	1856
935	26725	1827
936	26750	1798
937	26775	1769
938	26805	1741
939	26831	1712
940	26856	1683
941	26880	1655
942	26904	1626
943	26930	1597
944	26955	1568
945	26978	1540
946	27010	1511
947	27035	1482
948	27060	1454
949	27085	1425
950	27110	1396
951	27134	1368
952	27159	1339
953	27185	1310
954	27211	1282
955	27241	1253
956	27266	1225
957	27290	1196
958	27315	1167
959	27340	1139
960	27365	1110
961	27390	1081
962	27415	1053
963	27439	1024
964	27470	996
965	27495	967
966	27521	939
967	27546	910
968	27570	882
969	27592	853
970	27616	824
971	27638	796
972	27662	767
973	27695	739
974	27722	710
975	27747	682
976	27772	653
977	27797	625
978	27822	596
979	27847	568
980	27871	539
981	27895	511
982	27925	482
983	27953	454
984	27977	426
985	28003	397
986	28028	369
987	28052	340
988	28077	312
989	28102	283
990	28133	255
991	28160	227
992	28195	198
993	28223	170
994	28247	141
995	28272	113
996	28297	85
997	28322	56
998	28348	28
999	28375	0
