iter	Logloss
315	0.2421471247
316	0.2420016574
317	0.241830452
318	0.2416478364
319	0.2414976086
320	0.2413411082
321	0.2411543182
322	0.2410074809
323	0.2408383968
324	0.2406834599
325	0.2405291151
326	0.2404026245
327	0.2402727437
328	0.2401406754
329	0.2399726944
330	0.2397773075
331	0.2396519331
332	0.2395087178
333	0.2393683664
334	0.2392467282
335	0.2391237999
336	0.2389967961
337	0.2388441117
338	0.2386994521
339	0.2385457543
340	0.2383768257
341	0.2382510899
342	0.2381145037
343	0.2379887262
344	0.2378613392
345	0.2377467385
346	0.2376168276
347	0.2374683983
348	0.2373396216
349	0.2372060648
350	0.2370583939
351	0.2369370825
352	0.2368058865
353	0.2366540936
354	0.236521696
355	0.2363910848
356	0.2362766247
357	0.2361495894
358	0.2360010037
359	0.235873162
360	0.2357265003
361	0.2356031641
362	0.2354994897
363	0.2353993942
364	0.235267786
365	0.2351672737
366	0.2350520814
367	0.234934552
368	0.2348287237
369	0.2347104818
370	0.2345839384
371	0.2344534116
372	0.2343350484
373	0.2342211812
374	0.2341073378
375	0.2339997205
376	0.2339222482
377	0.2338338598
378	0.2337255786
379	0.2336336837
380	0.2335240156
381	0.233406494
382	0.2333088934
383	0.2331982119
384	0.2330847383
385	0.2329972481
386	0.2328936274
387	0.2328096744
388	0.232667407
389	0.2325836962
390	0.2325078675
391	0.2324072628
392	0.2323030462
393	0.2322108502
394	0.2321115129
395	0.232022998
396	0.2319196821
397	0.2318232011
398	0.2317208431
399	0.2316311957
400	0.2315476313
401	0.2314697447
402	0.2313903485
403	0.2312980304
404	0.2312202566
405	0.2311270211
406	0.231043565
407	0.2309701615
408	0.2308671879
409	0.2307785401
410	0.2306728943
411	0.2305933047
412	0.2304986867
413	0.2304163161
414	0.2303108377
415	0.2302158298
416	0.2301250538
417	0.2300331459
418	0.2299363809
419	0.2298590917
420	0.2297536423
421	0.2296699452
422	0.2295656126
423	0.2294783312
424	0.2294064387
425	0.229335508
426	0.2292598053
427	0.2291795683
428	0.2291024168
429	0.2290226196
430	0.2289479192
431	0.228858434
432	0.2287744742
433	0.2286887922
434	0.2286133132
435	0.2285393097
436	0.2284658099
437	0.2283878529
438	0.2283167971
439	0.2282483439
440	0.2281808211
441	0.228090168
442	0.2280219695
443	0.2279603168
444	0.2278889663
445	0.2278244076
446	0.2277668048
447	0.2276951176
448	0.2276316613
449	0.22755433
450	0.2274796661
451	0.2274214957
452	0.2273727929
453	0.2272976401
454	0.2272245767
455	0.2271569476
456	0.2271099974
457	0.2270536537
458	0.2269964439
459	0.2269324497
460	0.2268418698
461	0.2267727532
462	0.2267173962
463	0.2266559691
464	0.2265787298
465	0.2265177455
466	0.2264632029
467	0.2263783654
468	0.2263167266
469	0.2262510659
470	0.2261968291
471	0.2261418965
472	0.226100937
473	0.2260429045
474	0.2259799647
475	0.2259239656
476	0.2258739945
477	0.2258159883
478	0.2257615594
479	0.2257024208
480	0.2256455153
481	0.2255717721
482	0.2255225696
483	0.2254572608
484	0.2254047355
485	0.2253501862
486	0.2252897188
487	0.225227289
488	0.2251817441
489	0.2251260164
490	0.2250794549
491	0.225034705
492	0.2249730118
493	0.2249187337
494	0.224869638
495	0.2248198169
496	0.2247605084
497	0.2247041811
498	0.2246593242
499	0.2245894752
500	0.2245290855
501	0.2244769413
502	0.224429701
503	0.224376659
504	0.2243108694
505	0.2242561527
506	0.2242139343
507	0.2241597934
508	0.2241012587
509	0.224050793
510	0.2239968177
511	0.223939509
512	0.2238900837
513	0.2238461807
514	0.223792773
515	0.2237551618
516	0.2237150623
517	0.223670445
518	0.2236269019
519	0.2235874008
520	0.2235409253
521	0.2234989631
522	0.2234612454
523	0.2234062453
524	0.2233472681
525	0.2232926505
526	0.2232330872
527	0.2231829897
528	0.2231321329
529	0.2230767405
530	0.2230321473
531	0.2229829632
532	0.2229477269
533	0.2229019217
534	0.2228535471
535	0.222806946
536	0.2227539043
537	0.2227136778
538	0.2226795766
539	0.2226331535
540	0.2225792983
541	0.2225300695
542	0.2224895171
543	0.2224528522
544	0.2224176379
545	0.2223803187
546	0.2223439428
547	0.2223042946
548	0.2222582201
549	0.2222090821
550	0.2221715342
551	0.2221331066
552	0.2220905033
553	0.2220479191
554	0.2220086915
555	0.2219655262
556	0.2219298122
557	0.2218973069
558	0.2218530656
559	0.2218098907
560	0.221762037
561	0.2217107332
562	0.221670939
563	0.2216250627
564	0.2215855362
565	0.2215338885
566	0.221498071
567	0.2214570053
568	0.2214203754
569	0.2213735322
570	0.2213380086
571	0.2212971478
572	0.2212598852
573	0.2212211371
574	0.2211900365
575	0.221148587
576	0.2211124715
577	0.2210762935
578	0.2210314782
579	0.220999962
580	0.2209635823
581	0.220922547
582	0.2208616257
583	0.220826445
584	0.2207913612
585	0.2207497553
586	0.2207148743
587	0.2206735066
588	0.2206397486
589	0.2206015652
590	0.2205741403
591	0.2205396754
592	0.2205066609
593	0.2204675635
594	0.2204332931
595	0.2204015112
596	0.2203600416
597	0.2203269831
598	0.2202798095
599	0.2202501428
600	0.2202014758
601	0.2201653354
602	0.2201338212
603	0.2201036888
604	0.2200694881
605	0.2200384134
606	0.2199877535
607	0.2199528278
608	0.2199222731
609	0.2198922674
610	0.2198629564
611	0.2198285475
612	0.2197996599
613	0.2197599015
614	0.2197241578
615	0.2196841858
616	0.2196524115
617	0.2196199552
618	0.2195906955
619	0.2195589411
620	0.2195295016
621	0.2195042858
622	0.2194717755
623	0.2194400307
624	0.2194051788
625	0.2193762643
626	0.2193470013
627	0.2193157721
628	0.2192743385
629	0.2192409063
630	0.219206637
631	0.2191788092
632	0.2191521409
633	0.2191206284
634	0.2190843817
635	0.2190552867
636	0.2190198227
637	0.2189906261
638	0.2189567033
639	0.2189239325
640	0.2188931913
641	0.2188651647
642	0.2188344463
643	0.218793715
644	0.2187658802
645	0.218741132
646	0.2187034932
647	0.2186739576
648	0.218646472
649	0.2186157851
650	0.2185905716
651	0.2185640987
652	0.2185408465
653	0.2185150099
654	0.2184940625
655	0.2184686621
656	0.2184449233
657	0.2184157209
658	0.2183829687
659	0.2183530217
660	0.2183278362
661	0.2182962426
662	0.2182639581
663	0.2182322205
664	0.2182010633
665	0.2181690992
666	0.2181408178
667	0.2181144648
668	0.2180833644
669	0.2180597059
670	0.2180308578
671	0.21799628
672	0.2179665024
673	0.2179373351
674	0.217902282
675	0.2178735893
676	0.2178485585
677	0.2178184945
678	0.2177915285
679	0.2177624464
680	0.2177256531
681	0.2176989338
682	0.2176787274
683	0.2176446836
684	0.2176173302
685	0.2175867751
686	0.2175673058
687	0.2175348824
688	0.2175049178
689	0.2174753994
690	0.2174514728
691	0.2174199111
692	0.2173928026
693	0.2173662345
694	0.2173439889
695	0.2173180438
696	0.2172916387
697	0.2172670702
698	0.2172367142
699	0.217204048
700	0.2171820049
701	0.2171561106
702	0.2171265367
703	0.2171023118
704	0.2170791957
705	0.2170596197
706	0.2170401064
707	0.217016613
708	0.2169769909
709	0.2169537994
710	0.2169253113
711	0.2168990848
712	0.216877829
713	0.2168525788
714	0.2168255914
715	0.2167987352
716	0.2167710546
717	0.2167467569
718	0.2167222238
719	0.2166996453
720	0.2166808203
721	0.2166608374
722	0.2166414932
723	0.216606953
724	0.2165699759
725	0.216536424
726	0.2165108735
727	0.2164864079
728	0.2164604359
729	0.2164223322
730	0.2163993206
731	0.2163697056
732	0.2163363103
733	0.2163065911
734	0.2162883753
735	0.2162612442
736	0.2162423932
737	0.2162232424
738	0.2161972162
739	0.2161729442
740	0.2161526679
741	0.2161292449
742	0.2161069792
743	0.2160680413
744	0.2160484253
745	0.2160043128
746	0.2159766008
747	0.2159564952
748	0.215932735
749	0.2159084809
750	0.2158872403
751	0.2158564688
752	0.2158332184
753	0.2158082765
754	0.2157569922
755	0.2157356102
756	0.2157132731
757	0.2156902186
758	0.2156636074
759	0.2156402842
760	0.2156137825
761	0.2155924583
762	0.2155600157
763	0.2155241184
764	0.2155038296
765	0.2154793765
766	0.2154565649
767	0.2154317563
768	0.2153966055
769	0.2153747557
770	0.2153340077
771	0.2153107299
772	0.2152845965
773	0.2152614004
774	0.2152427543
775	0.2152199344
776	0.2151952073
777	0.215168112
778	0.2151448208
779	0.2151087928
780	0.2150854336
781	0.215056041
782	0.2150363513
783	0.2150130754
784	0.2149950127
785	0.2149721091
786	0.214945602
787	0.2149258869
788	0.2149033096
789	0.2148836145
790	0.2148604389
791	0.2148393936
792	0.214818662
793	0.2148016272
794	0.2147721603
795	0.2147531921
796	0.2147278856
797	0.2147015829
798	0.2146825394
799	0.2146579824
800	0.2146405772
801	0.2146198842
802	0.2145975557
803	0.2145819291
804	0.2145595751
805	0.2145429393
806	0.2145210681
807	0.2144909977
808	0.214478082
809	0.2144572123
810	0.214439861
811	0.2144118917
812	0.2143928216
813	0.2143603425
814	0.2143450356
815	0.2143211933
816	0.2142989292
817	0.2142792135
818	0.2142646604
819	0.2142503447
820	0.2142315624
821	0.2142116549
822	0.2141847974
823	0.2141681832
824	0.2141436118
825	0.2141240123
826	0.2141038327
827	0.2140806046
828	0.2140599667
829	0.2140433195
830	0.2140228401
831	0.2140022177
832	0.2139869442
833	0.213967808
834	0.2139421207
835	0.2139216397
836	0.2139002651
837	0.2138835169
838	0.2138646434
839	0.2138427099
840	0.213821551
841	0.21380127
842	0.2137827652
843	0.213766682
844	0.21375147
845	0.2137289968
846	0.2137157371
847	0.213687967
848	0.21367288
849	0.2136525569
850	0.2136308183
851	0.2136128003
852	0.2135910053
853	0.2135748885
854	0.2135512455
855	0.2135320091
856	0.2135094747
857	0.2134957417
858	0.213475209
859	0.2134584577
860	0.2134397281
861	0.2134135314
862	0.2133931874
863	0.2133792811
864	0.2133648104
865	0.2133433477
866	0.2133233826
867	0.213304022
868	0.2132890115
869	0.2132739682
870	0.2132512448
871	0.2132352818
872	0.2132198931
873	0.2132045514
874	0.2131795965
875	0.2131628864
876	0.2131439399
877	0.213124036
878	0.2131070486
879	0.2130956979
880	0.2130797739
881	0.2130599144
882	0.2130410115
883	0.2130214085
884	0.2129992742
885	0.2129823028
886	0.2129635959
887	0.2129521815
888	0.2129365409
889	0.2129184631
890	0.2129016105
891	0.2128831348
892	0.2128580648
893	0.2128429374
894	0.2128258599
895	0.2128061632
896	0.2127882848
897	0.2127725513
898	0.2127561459
899	0.2127404812
900	0.2127207342
901	0.2127055469
902	0.2126853383
903	0.212666644
904	0.2126556653
905	0.2126403365
906	0.2126201456
907	0.212599643
908	0.2125825947
909	0.2125647885
910	0.212544183
911	0.2125235605
912	0.2125016643
913	0.2124826136
914	0.2124604405
915	0.2124381759
916	0.212425688
917	0.2124097814
918	0.2123894599
919	0.2123670817
920	0.2123531289
921	0.2123365065
922	0.2123219132
923	0.2123046822
924	0.2122920253
925	0.2122722504
926	0.2122587873
927	0.2122357808
928	0.2122138443
929	0.2121990915
930	0.2121844681
931	0.2121686032
932	0.2121546565
933	0.2121381181
934	0.2121196153
935	0.2121054171
936	0.2120907094
937	0.2120723585
938	0.2120501423
939	0.2120333892
940	0.2120151003
941	0.211994574
942	0.2119747668
943	0.2119621701
944	0.2119399888
945	0.2119258402
946	0.2118880031
947	0.21186865
948	0.2118526782
949	0.2118350092
950	0.2118151799
951	0.2118047427
952	0.211782909
953	0.2117670985
954	0.2117516572
955	0.2117373723
956	0.2117195029
957	0.2117039522
958	0.2116826324
959	0.2116639837
960	0.211645113
961	0.2116291769
962	0.211607279
963	0.2115949873
964	0.2115829478
965	0.2115643082
966	0.211549067
967	0.2115330796
968	0.2115129894
969	0.2114925029
970	0.2114739953
971	0.2114509107
972	0.2114381297
973	0.2114231468
974	0.211410266
975	0.2113913966
976	0.2113796543
977	0.2113634832
978	0.2113455274
979	0.2113329062
980	0.2113147813
981	0.2112992773
982	0.2112832661
983	0.2112651298
984	0.2112433964
985	0.2112287014
986	0.2112081133
987	0.2111920182
988	0.2111675854
989	0.2111435989
990	0.2111007188
991	0.211080669
992	0.2110641783
993	0.2110441942
994	0.2110281988
995	0.2110095816
996	0.210992545
997	0.2109731224
998	0.210958142
999	0.210944484
